sale_date,medicine_name,manufacturer,storage_condition,quantity_sold,temperature,flu_season,rain
2/3/2024,Vitamin C 1000mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",99,33,0,1
2/3/2024,Ibuprofen 400mg,Mekophar,Để xa tầm tay trẻ em,79,24,0,0
2/3/2024,Aspirin 81mg,OPC Pharma,Để xa tầm tay trẻ em,49,28,0,0
2/3/2024,Cefixime 200mg,Traphaco,Để xa tầm tay trẻ em,88,33,0,0
2/3/2024,Loratadine 10mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),28,27,0,1
2/3/2024,Omeprazole 20mg,OPC Pharma,Để xa tầm tay trẻ em,17,23,0,0
2/4/2024,Paracetamol 500mg,DHG Pharmacy,Để xa tầm tay trẻ em,45,34,0,0
2/4/2024,Amoxicillin 250mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,71,32,0,0
2/4/2024,Vitamin C 1000mg,Imexpharm,Bảo quản ở nhiệt độ phòng,29,29,0,0
2/4/2024,Ibuprofen 400mg,Traphaco,Giữ trong tủ lạnh (2-8°C),33,25,0,0
2/4/2024,Aspirin 81mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),41,35,0,1
2/4/2024,Cefixime 200mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,41,27,0,0
2/4/2024,Loratadine 10mg,Mekophar,Để xa tầm tay trẻ em,61,20,0,1
2/4/2024,Omeprazole 20mg,Imexpharm,Bảo quản ở nhiệt độ phòng,100,21,0,1
2/5/2024,Paracetamol 500mg,Stella Pharma,Để xa tầm tay trẻ em,46,34,0,1
2/5/2024,Amoxicillin 250mg,Stella Pharma,Để xa tầm tay trẻ em,30,21,0,1
2/5/2024,Vitamin C 1000mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,97,25,0,0
2/5/2024,Ibuprofen 400mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",72,27,0,0
2/5/2024,Aspirin 81mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,79,28,0,0
2/5/2024,Cefixime 200mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,38,21,0,1
2/5/2024,Loratadine 10mg,OPC Pharma,Để xa tầm tay trẻ em,76,24,0,0
2/5/2024,Omeprazole 20mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),46,24,0,0
2/6/2024,Paracetamol 500mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",50,25,0,1
2/6/2024,Amoxicillin 250mg,Traphaco,Bảo quản ở nhiệt độ phòng,108,33,0,1
2/6/2024,Vitamin C 1000mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",21,31,0,0
2/6/2024,Ibuprofen 400mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",63,26,0,1
2/6/2024,Aspirin 81mg,OPC Pharma,Để xa tầm tay trẻ em,117,28,0,1
2/6/2024,Cefixime 200mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",118,21,0,0
2/6/2024,Loratadine 10mg,Mekophar,Bảo quản ở nhiệt độ phòng,65,25,0,1
2/6/2024,Omeprazole 20mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",50,32,0,0
2/7/2024,Paracetamol 500mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),83,30,0,0
2/7/2024,Amoxicillin 250mg,Imexpharm,Tránh ánh nắng trực tiếp,22,32,0,1
2/7/2024,Vitamin C 1000mg,Traphaco,Bảo quản ở nhiệt độ phòng,52,27,0,1
2/7/2024,Ibuprofen 400mg,DHG Pharmacy,Để xa tầm tay trẻ em,15,35,0,1
2/7/2024,Aspirin 81mg,Traphaco,Giữ trong tủ lạnh (2-8°C),91,24,0,1
2/7/2024,Cefixime 200mg,Mekophar,Tránh ánh nắng trực tiếp,66,23,0,1
2/7/2024,Loratadine 10mg,Boston Pharma,Tránh ánh nắng trực tiếp,42,34,0,1
2/7/2024,Omeprazole 20mg,Imexpharm,Tránh ánh nắng trực tiếp,55,25,0,1
2/8/2024,Paracetamol 500mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,52,33,0,0
2/8/2024,Amoxicillin 250mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),108,31,0,0
2/8/2024,Vitamin C 1000mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),48,28,0,1
2/8/2024,Ibuprofen 400mg,Traphaco,Giữ trong tủ lạnh (2-8°C),20,33,0,0
2/8/2024,Aspirin 81mg,Mekophar,Để xa tầm tay trẻ em,31,25,0,1
2/8/2024,Cefixime 200mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",21,24,0,1
2/8/2024,Loratadine 10mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,86,25,0,0
2/8/2024,Omeprazole 20mg,Boston Pharma,Để xa tầm tay trẻ em,88,32,0,1
2/9/2024,Paracetamol 500mg,Stella Pharma,Để xa tầm tay trẻ em,53,34,0,0
2/9/2024,Amoxicillin 250mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,115,20,0,0
2/9/2024,Vitamin C 1000mg,Mekophar,Tránh ánh nắng trực tiếp,64,22,0,1
2/9/2024,Ibuprofen 400mg,Mekophar,Giữ trong tủ lạnh (2-8°C),60,22,0,0
2/9/2024,Aspirin 81mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",83,26,0,0
2/9/2024,Cefixime 200mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),81,34,0,1
2/9/2024,Loratadine 10mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,12,27,0,1
2/9/2024,Omeprazole 20mg,Stella Pharma,Tránh ánh nắng trực tiếp,60,28,0,1
2/10/2024,Paracetamol 500mg,Traphaco,Tránh ánh nắng trực tiếp,17,26,0,1
2/10/2024,Amoxicillin 250mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),115,22,0,0
2/10/2024,Vitamin C 1000mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,13,28,0,0
2/10/2024,Ibuprofen 400mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",26,26,0,0
2/10/2024,Aspirin 81mg,Stella Pharma,Tránh ánh nắng trực tiếp,17,35,0,0
2/10/2024,Cefixime 200mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",41,34,0,0
2/10/2024,Loratadine 10mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),61,23,0,0
2/10/2024,Omeprazole 20mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",97,32,0,0
2/11/2024,Paracetamol 500mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",57,22,0,0
2/11/2024,Amoxicillin 250mg,Mekophar,Giữ trong tủ lạnh (2-8°C),28,22,0,0
2/11/2024,Vitamin C 1000mg,Stella Pharma,Tránh ánh nắng trực tiếp,16,29,0,0
2/11/2024,Ibuprofen 400mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,59,32,0,1
2/11/2024,Aspirin 81mg,Stella Pharma,Để xa tầm tay trẻ em,43,31,0,1
2/11/2024,Cefixime 200mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,98,35,0,0
2/11/2024,Loratadine 10mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,38,30,0,0
2/11/2024,Omeprazole 20mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",83,34,0,0
2/12/2024,Paracetamol 500mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",34,32,0,1
2/12/2024,Amoxicillin 250mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,35,25,0,0
2/12/2024,Vitamin C 1000mg,Traphaco,Tránh ánh nắng trực tiếp,67,22,0,0
2/12/2024,Ibuprofen 400mg,Mekophar,Tránh ánh nắng trực tiếp,68,32,0,0
2/12/2024,Aspirin 81mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",80,21,0,1
2/12/2024,Cefixime 200mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",34,21,0,0
2/12/2024,Loratadine 10mg,Stella Pharma,Tránh ánh nắng trực tiếp,18,26,0,0
2/12/2024,Omeprazole 20mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,98,31,0,1
2/13/2024,Paracetamol 500mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,97,28,0,0
2/13/2024,Amoxicillin 250mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",37,29,0,1
2/13/2024,Vitamin C 1000mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),108,33,0,1
2/13/2024,Ibuprofen 400mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,94,23,0,0
2/13/2024,Aspirin 81mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),65,21,0,0
2/13/2024,Cefixime 200mg,Mekophar,Giữ trong tủ lạnh (2-8°C),58,24,0,0
2/13/2024,Loratadine 10mg,Mekophar,Để xa tầm tay trẻ em,120,26,0,1
2/13/2024,Omeprazole 20mg,Mekophar,Để xa tầm tay trẻ em,118,27,0,0
2/14/2024,Paracetamol 500mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",35,21,0,0
2/14/2024,Amoxicillin 250mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",75,20,0,0
2/14/2024,Vitamin C 1000mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",108,33,0,1
2/14/2024,Ibuprofen 400mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",80,29,0,0
2/14/2024,Aspirin 81mg,OPC Pharma,Để xa tầm tay trẻ em,42,20,0,1
2/14/2024,Cefixime 200mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",76,33,0,0
2/14/2024,Loratadine 10mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,84,25,0,0
2/14/2024,Omeprazole 20mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",97,35,0,0
2/15/2024,Paracetamol 500mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,76,22,0,0
2/15/2024,Amoxicillin 250mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",113,27,0,1
2/15/2024,Vitamin C 1000mg,Traphaco,Giữ trong tủ lạnh (2-8°C),76,23,0,1
2/15/2024,Ibuprofen 400mg,DHG Pharmacy,Để xa tầm tay trẻ em,32,29,0,0
2/15/2024,Aspirin 81mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",111,26,0,0
2/15/2024,Cefixime 200mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",24,22,0,1
2/15/2024,Loratadine 10mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",91,29,0,0
2/15/2024,Omeprazole 20mg,Imexpharm,Bảo quản ở nhiệt độ phòng,56,30,0,0
2/16/2024,Paracetamol 500mg,Mekophar,Để xa tầm tay trẻ em,63,33,0,0
2/16/2024,Amoxicillin 250mg,Traphaco,Bảo quản ở nhiệt độ phòng,33,20,0,1
2/16/2024,Vitamin C 1000mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,28,28,0,0
2/16/2024,Ibuprofen 400mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,48,23,0,1
2/16/2024,Aspirin 81mg,DHG Pharmacy,Để xa tầm tay trẻ em,107,30,0,0
2/16/2024,Cefixime 200mg,Stella Pharma,Để xa tầm tay trẻ em,63,34,0,0
2/16/2024,Loratadine 10mg,Mekophar,Tránh ánh nắng trực tiếp,11,30,0,1
2/16/2024,Omeprazole 20mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,96,23,0,0
2/17/2024,Paracetamol 500mg,Mekophar,Giữ trong tủ lạnh (2-8°C),56,34,0,0
2/17/2024,Amoxicillin 250mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,100,27,0,0
2/17/2024,Vitamin C 1000mg,Imexpharm,Tránh ánh nắng trực tiếp,86,29,0,1
2/17/2024,Ibuprofen 400mg,Mekophar,Tránh ánh nắng trực tiếp,16,23,0,0
2/17/2024,Aspirin 81mg,Traphaco,Tránh ánh nắng trực tiếp,41,31,0,1
2/17/2024,Cefixime 200mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,21,29,0,0
2/17/2024,Loratadine 10mg,Boston Pharma,Để xa tầm tay trẻ em,118,31,0,0
2/17/2024,Omeprazole 20mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,29,29,0,0
2/18/2024,Paracetamol 500mg,Imexpharm,Để xa tầm tay trẻ em,82,20,0,1
2/18/2024,Amoxicillin 250mg,Imexpharm,Tránh ánh nắng trực tiếp,112,30,0,0
2/18/2024,Vitamin C 1000mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",96,21,0,1
2/18/2024,Ibuprofen 400mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,10,29,0,0
2/18/2024,Aspirin 81mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",119,34,0,1
2/18/2024,Cefixime 200mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,24,27,0,1
2/18/2024,Loratadine 10mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),75,30,0,1
2/18/2024,Omeprazole 20mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",78,24,0,1
2/19/2024,Paracetamol 500mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,96,29,0,1
2/19/2024,Amoxicillin 250mg,Boston Pharma,Để xa tầm tay trẻ em,80,24,0,1
2/19/2024,Vitamin C 1000mg,Stella Pharma,Tránh ánh nắng trực tiếp,80,32,0,0
2/19/2024,Ibuprofen 400mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),59,33,0,1
2/19/2024,Aspirin 81mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),76,28,0,0
2/19/2024,Cefixime 200mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",116,21,0,0
2/19/2024,Loratadine 10mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),116,20,0,1
2/19/2024,Omeprazole 20mg,Boston Pharma,Để xa tầm tay trẻ em,10,30,0,0
2/20/2024,Paracetamol 500mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),85,35,0,0
2/20/2024,Amoxicillin 250mg,Mekophar,Bảo quản ở nhiệt độ phòng,12,21,0,1
2/20/2024,Vitamin C 1000mg,Mekophar,Bảo quản ở nhiệt độ phòng,16,24,0,0
2/20/2024,Ibuprofen 400mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),36,27,0,0
2/20/2024,Aspirin 81mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",58,27,0,1
2/20/2024,Cefixime 200mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),26,20,0,0
2/20/2024,Loratadine 10mg,DHG Pharmacy,Để xa tầm tay trẻ em,59,34,0,0
2/20/2024,Omeprazole 20mg,Traphaco,Giữ trong tủ lạnh (2-8°C),98,27,0,0
2/21/2024,Paracetamol 500mg,OPC Pharma,Để xa tầm tay trẻ em,18,27,0,0
2/21/2024,Amoxicillin 250mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),111,23,0,0
2/21/2024,Vitamin C 1000mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",57,31,0,0
2/21/2024,Ibuprofen 400mg,OPC Pharma,Tránh ánh nắng trực tiếp,10,27,0,1
2/21/2024,Aspirin 81mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,14,35,0,1
2/21/2024,Cefixime 200mg,Mekophar,Để xa tầm tay trẻ em,49,33,0,1
2/21/2024,Loratadine 10mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),89,30,0,0
2/21/2024,Omeprazole 20mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),59,33,0,1
2/22/2024,Paracetamol 500mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",33,28,0,0
2/22/2024,Amoxicillin 250mg,DHG Pharmacy,Để xa tầm tay trẻ em,89,34,0,0
2/22/2024,Vitamin C 1000mg,Traphaco,Bảo quản ở nhiệt độ phòng,60,32,0,1
2/22/2024,Ibuprofen 400mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",93,31,0,0
2/22/2024,Aspirin 81mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,54,26,0,0
2/22/2024,Cefixime 200mg,DHG Pharmacy,Để xa tầm tay trẻ em,64,27,0,1
2/22/2024,Loratadine 10mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",99,21,0,1
2/22/2024,Omeprazole 20mg,Traphaco,Tránh ánh nắng trực tiếp,23,22,0,0
2/23/2024,Paracetamol 500mg,Boston Pharma,Tránh ánh nắng trực tiếp,15,25,0,1
2/23/2024,Amoxicillin 250mg,Mekophar,Giữ trong tủ lạnh (2-8°C),59,30,0,1
2/23/2024,Vitamin C 1000mg,Mekophar,Để xa tầm tay trẻ em,32,34,0,1
2/23/2024,Ibuprofen 400mg,Traphaco,Bảo quản ở nhiệt độ phòng,54,30,0,1
2/23/2024,Aspirin 81mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,85,26,0,1
2/23/2024,Cefixime 200mg,Traphaco,Bảo quản ở nhiệt độ phòng,50,27,0,0
2/23/2024,Loratadine 10mg,Traphaco,Tránh ánh nắng trực tiếp,84,29,0,0
2/23/2024,Omeprazole 20mg,Stella Pharma,Tránh ánh nắng trực tiếp,116,27,0,1
2/24/2024,Paracetamol 500mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),104,26,0,0
2/24/2024,Amoxicillin 250mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",97,32,0,0
2/24/2024,Vitamin C 1000mg,Traphaco,Giữ trong tủ lạnh (2-8°C),86,29,0,0
2/24/2024,Ibuprofen 400mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",48,20,0,0
2/24/2024,Aspirin 81mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),14,32,0,1
2/24/2024,Cefixime 200mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",47,22,0,1
2/24/2024,Loratadine 10mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",80,26,0,0
2/24/2024,Omeprazole 20mg,Traphaco,Giữ trong tủ lạnh (2-8°C),63,21,0,1
2/25/2024,Paracetamol 500mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",73,30,0,1
2/25/2024,Amoxicillin 250mg,Imexpharm,Để xa tầm tay trẻ em,49,21,0,1
2/25/2024,Vitamin C 1000mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,57,21,0,0
2/25/2024,Ibuprofen 400mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",62,26,0,1
2/25/2024,Aspirin 81mg,OPC Pharma,Để xa tầm tay trẻ em,101,27,0,0
2/25/2024,Cefixime 200mg,Stella Pharma,Tránh ánh nắng trực tiếp,98,32,0,1
2/25/2024,Loratadine 10mg,Traphaco,Giữ trong tủ lạnh (2-8°C),62,29,0,0
2/25/2024,Omeprazole 20mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",76,21,0,1
2/26/2024,Paracetamol 500mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",60,31,0,1
2/26/2024,Amoxicillin 250mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",119,22,0,0
2/26/2024,Vitamin C 1000mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),97,23,0,0
2/26/2024,Ibuprofen 400mg,Boston Pharma,Để xa tầm tay trẻ em,43,30,0,0
2/26/2024,Aspirin 81mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),69,31,0,0
2/26/2024,Cefixime 200mg,Stella Pharma,Tránh ánh nắng trực tiếp,27,24,0,0
2/26/2024,Loratadine 10mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",69,25,0,1
2/26/2024,Omeprazole 20mg,Imexpharm,Bảo quản ở nhiệt độ phòng,118,28,0,1
2/27/2024,Paracetamol 500mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,54,24,0,1
2/27/2024,Amoxicillin 250mg,OPC Pharma,Tránh ánh nắng trực tiếp,72,21,0,0
2/27/2024,Vitamin C 1000mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",103,23,0,0
2/27/2024,Ibuprofen 400mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),74,22,0,1
2/27/2024,Aspirin 81mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,72,27,0,1
2/27/2024,Cefixime 200mg,Traphaco,Giữ trong tủ lạnh (2-8°C),71,22,0,0
2/27/2024,Loratadine 10mg,Imexpharm,Để xa tầm tay trẻ em,118,21,0,0
2/27/2024,Omeprazole 20mg,Boston Pharma,Để xa tầm tay trẻ em,92,22,0,0
2/28/2024,Paracetamol 500mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",84,32,0,1
2/28/2024,Amoxicillin 250mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",58,25,0,0
2/28/2024,Vitamin C 1000mg,Imexpharm,Bảo quản ở nhiệt độ phòng,101,33,0,1
2/28/2024,Ibuprofen 400mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),68,25,0,0
2/28/2024,Aspirin 81mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),20,33,0,0
2/28/2024,Cefixime 200mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,102,26,0,1
2/28/2024,Loratadine 10mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,57,32,0,1
2/28/2024,Omeprazole 20mg,Imexpharm,Để xa tầm tay trẻ em,25,23,0,0
2/29/2024,Paracetamol 500mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",119,34,0,0
2/29/2024,Amoxicillin 250mg,Mekophar,Giữ trong tủ lạnh (2-8°C),25,33,0,1
2/29/2024,Vitamin C 1000mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,112,20,0,1
2/29/2024,Ibuprofen 400mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,44,32,0,1
2/29/2024,Aspirin 81mg,Boston Pharma,Để xa tầm tay trẻ em,44,22,0,0
2/29/2024,Cefixime 200mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),77,25,0,1
2/29/2024,Loratadine 10mg,Mekophar,Bảo quản ở nhiệt độ phòng,27,31,0,0
2/29/2024,Omeprazole 20mg,Boston Pharma,Để xa tầm tay trẻ em,74,28,0,0
3/1/2024,Paracetamol 500mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",14,34,1,0
3/1/2024,Amoxicillin 250mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),86,33,1,0
3/1/2024,Vitamin C 1000mg,Imexpharm,Để xa tầm tay trẻ em,80,23,1,1
3/1/2024,Ibuprofen 400mg,Stella Pharma,Để xa tầm tay trẻ em,77,27,1,0
3/1/2024,Aspirin 81mg,Imexpharm,Để xa tầm tay trẻ em,22,22,1,0
3/1/2024,Cefixime 200mg,Traphaco,Giữ trong tủ lạnh (2-8°C),56,30,1,1
3/1/2024,Loratadine 10mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),94,24,1,1
3/1/2024,Omeprazole 20mg,Imexpharm,Bảo quản ở nhiệt độ phòng,18,20,1,1
3/2/2024,Paracetamol 500mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),12,26,1,0
3/2/2024,Amoxicillin 250mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",46,33,1,1
3/2/2024,Vitamin C 1000mg,Mekophar,Giữ trong tủ lạnh (2-8°C),78,33,1,1
3/2/2024,Ibuprofen 400mg,Stella Pharma,Để xa tầm tay trẻ em,73,35,1,1
3/2/2024,Aspirin 81mg,Imexpharm,Để xa tầm tay trẻ em,110,26,1,1
3/2/2024,Cefixime 200mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",60,25,1,1
3/2/2024,Loratadine 10mg,Mekophar,Để xa tầm tay trẻ em,10,29,1,1
3/2/2024,Omeprazole 20mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),41,26,1,0
3/3/2024,Paracetamol 500mg,Imexpharm,Để xa tầm tay trẻ em,37,29,1,1
3/3/2024,Amoxicillin 250mg,Mekophar,Tránh ánh nắng trực tiếp,77,32,1,0
3/3/2024,Vitamin C 1000mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,87,31,1,1
3/3/2024,Ibuprofen 400mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,117,23,1,0
3/3/2024,Aspirin 81mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,92,32,1,0
3/3/2024,Cefixime 200mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",90,30,1,0
3/3/2024,Loratadine 10mg,Mekophar,Để xa tầm tay trẻ em,70,25,1,1
3/3/2024,Omeprazole 20mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",113,24,1,0
3/4/2024,Paracetamol 500mg,Mekophar,Tránh ánh nắng trực tiếp,80,21,1,0
3/4/2024,Amoxicillin 250mg,OPC Pharma,Để xa tầm tay trẻ em,11,20,1,0
3/4/2024,Vitamin C 1000mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),13,26,1,0
3/4/2024,Ibuprofen 400mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),119,30,1,0
3/4/2024,Aspirin 81mg,Mekophar,Tránh ánh nắng trực tiếp,17,25,1,1
3/4/2024,Cefixime 200mg,DHG Pharmacy,Để xa tầm tay trẻ em,101,25,1,1
3/4/2024,Loratadine 10mg,Imexpharm,Tránh ánh nắng trực tiếp,81,24,1,0
3/4/2024,Omeprazole 20mg,OPC Pharma,Tránh ánh nắng trực tiếp,19,28,1,0
3/5/2024,Paracetamol 500mg,Traphaco,Tránh ánh nắng trực tiếp,79,29,1,1
3/5/2024,Amoxicillin 250mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",94,24,1,0
3/5/2024,Vitamin C 1000mg,Traphaco,Tránh ánh nắng trực tiếp,12,25,1,0
3/5/2024,Ibuprofen 400mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),116,27,1,1
3/5/2024,Aspirin 81mg,Imexpharm,Tránh ánh nắng trực tiếp,67,29,1,1
3/5/2024,Cefixime 200mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",91,25,1,1
3/5/2024,Loratadine 10mg,OPC Pharma,Để xa tầm tay trẻ em,97,29,1,1
3/5/2024,Omeprazole 20mg,Boston Pharma,Tránh ánh nắng trực tiếp,102,26,1,0
3/6/2024,Paracetamol 500mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",76,28,1,0
3/6/2024,Amoxicillin 250mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),40,33,1,1
3/6/2024,Vitamin C 1000mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,65,33,1,1
3/6/2024,Ibuprofen 400mg,Traphaco,Bảo quản ở nhiệt độ phòng,80,21,1,1
3/6/2024,Aspirin 81mg,Imexpharm,Để xa tầm tay trẻ em,34,34,1,1
3/6/2024,Cefixime 200mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,71,25,1,0
3/6/2024,Loratadine 10mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,17,28,1,1
3/6/2024,Omeprazole 20mg,Mekophar,Giữ trong tủ lạnh (2-8°C),51,30,1,0
3/7/2024,Paracetamol 500mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",17,28,1,0
3/7/2024,Amoxicillin 250mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",115,25,1,0
3/7/2024,Vitamin C 1000mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),58,20,1,1
